met,split,value,src,trg,model
mse,2,0.022949946784983133,CTRPv2,GDSCv1,hidra
mse,3,0.022510172621961148,CTRPv2,GDSCv1,hidra
mse,4,0.022289238774630685,CTRPv2,GDSCv1,hidra
mse,5,0.022054996423345356,CTRPv2,GDSCv1,hidra
mse,6,0.02266578502942887,CTRPv2,GDSCv1,hidra
mse,7,0.022665821900721184,CTRPv2,GDSCv1,hidra
mse,8,0.022422541717168776,CTRPv2,GDSCv1,hidra
mse,9,0.022595979127311847,CTRPv2,GDSCv1,hidra
rmse,0,0.15173614209470754,CTRPv2,GDSCv1,hidra
rmse,1,0.15154753836942475,CTRPv2,GDSCv1,hidra
rmse,2,0.15149239843960202,CTRPv2,GDSCv1,hidra
rmse,3,0.15003390490806118,CTRPv2,GDSCv1,hidra
rmse,4,0.1492958096352027,CTRPv2,GDSCv1,hidra
rmse,5,0.14850924692875309,CTRPv2,GDSCv1,hidra
rmse,6,0.15055160254686387,CTRPv2,GDSCv1,hidra
rmse,7,0.15055172500081554,CTRPv2,GDSCv1,hidra
rmse,8,0.14974158312629388,CTRPv2,GDSCv1,hidra
rmse,9,0.15031958996521994,CTRPv2,GDSCv1,hidra
pcc,0,0.4841830455908223,CTRPv2,GDSCv1,hidra
pcc,1,0.48619625391127813,CTRPv2,GDSCv1,hidra
pcc,2,0.48099167113302466,CTRPv2,GDSCv1,hidra
pcc,3,0.48679153721052076,CTRPv2,GDSCv1,hidra
pcc,4,0.5021361597867913,CTRPv2,GDSCv1,hidra
pcc,5,0.501420018016699,CTRPv2,GDSCv1,hidra
pcc,6,0.4929344934983555,CTRPv2,GDSCv1,hidra
pcc,7,0.49191675554710235,CTRPv2,GDSCv1,hidra
pcc,8,0.4968614526175997,CTRPv2,GDSCv1,hidra
pcc,9,0.48712015907645406,CTRPv2,GDSCv1,hidra
scc,0,0.3928329216545068,CTRPv2,GDSCv1,hidra
scc,1,0.39898300364226524,CTRPv2,GDSCv1,hidra
scc,2,0.38853968622371504,CTRPv2,GDSCv1,hidra
scc,3,0.3971570100624366,CTRPv2,GDSCv1,hidra
scc,4,0.41357728115588155,CTRPv2,GDSCv1,hidra
scc,5,0.40932617551120287,CTRPv2,GDSCv1,hidra
scc,6,0.406698465844836,CTRPv2,GDSCv1,hidra
scc,7,0.3984510073628015,CTRPv2,GDSCv1,hidra
scc,8,0.4100708250154761,CTRPv2,GDSCv1,hidra
scc,9,0.39987905446451505,CTRPv2,GDSCv1,hidra
r2,0,0.1394452566004265,CTRPv2,GDSCv1,hidra
r2,1,0.14158321738741508,CTRPv2,GDSCv1,hidra
r2,2,0.14220776636653887,CTRPv2,GDSCv1,hidra
r2,3,0.1586450533514373,CTRPv2,GDSCv1,hidra
r2,4,0.1669028214483479,CTRPv2,GDSCv1,hidra
r2,5,0.17565801690056893,CTRPv2,GDSCv1,hidra
r2,6,0.15282878214900653,CTRPv2,GDSCv1,hidra
r2,7,0.15282740402344974,CTRPv2,GDSCv1,hidra
r2,8,0.16192040341047775,CTRPv2,GDSCv1,hidra
r2,9,0.1554378932401459,CTRPv2,GDSCv1,hidra
mse,0,0.017492757912319877,CTRPv2,GDSCv2,hidra
mse,1,0.01716486166218904,CTRPv2,GDSCv2,hidra
mse,2,0.016904596132287775,CTRPv2,GDSCv2,hidra
mse,3,0.017620547917117337,CTRPv2,GDSCv2,hidra
mse,4,0.017521628873033043,CTRPv2,GDSCv2,hidra
mse,5,0.01718886917117337,CTRPv2,GDSCv2,hidra
mse,6,0.01824439982327902,CTRPv2,GDSCv2,hidra
mse,7,0.016023567015979904,CTRPv2,GDSCv2,hidra
mse,8,0.017758310706622243,CTRPv2,GDSCv2,hidra
mse,9,0.01758487324116395,CTRPv2,GDSCv2,hidra
rmse,0,0.1322601902021915,CTRPv2,GDSCv2,hidra
rmse,1,0.13101473833958163,CTRPv2,GDSCv2,hidra
rmse,2,0.1300176762301487,CTRPv2,GDSCv2,hidra
rmse,3,0.13274241190033176,CTRPv2,GDSCv2,hidra
rmse,4,0.1323692897655383,CTRPv2,GDSCv2,hidra
rmse,5,0.13110632773124786,CTRPv2,GDSCv2,hidra
rmse,6,0.135071832086779,CTRPv2,GDSCv2,hidra
rmse,7,0.12658422893860002,CTRPv2,GDSCv2,hidra
rmse,8,0.1332603118209703,CTRPv2,GDSCv2,hidra
rmse,9,0.13260796824159532,CTRPv2,GDSCv2,hidra
pcc,0,0.6019253909155017,CTRPv2,GDSCv2,hidra
pcc,1,0.6227534807582081,CTRPv2,GDSCv2,hidra
pcc,2,0.6164939319276486,CTRPv2,GDSCv2,hidra
pcc,3,0.6063938119235497,CTRPv2,GDSCv2,hidra
pcc,4,0.6175523513528056,CTRPv2,GDSCv2,hidra
pcc,5,0.6183639337026747,CTRPv2,GDSCv2,hidra
pcc,6,0.5950028873384285,CTRPv2,GDSCv2,hidra
pcc,7,0.6387593280841954,CTRPv2,GDSCv2,hidra
pcc,8,0.6105021838476546,CTRPv2,GDSCv2,hidra
pcc,9,0.602124751443165,CTRPv2,GDSCv2,hidra
scc,0,0.46761717029077793,CTRPv2,GDSCv2,hidra
scc,1,0.4928494899680576,CTRPv2,GDSCv2,hidra
scc,2,0.4768502516040765,CTRPv2,GDSCv2,hidra
scc,3,0.46323189671641707,CTRPv2,GDSCv2,hidra
scc,4,0.47767833951169225,CTRPv2,GDSCv2,hidra
scc,5,0.47972589633602447,CTRPv2,GDSCv2,hidra
scc,6,0.45941474043908387,CTRPv2,GDSCv2,hidra
scc,7,0.4961501154248128,CTRPv2,GDSCv2,hidra
scc,8,0.4812659139828891,CTRPv2,GDSCv2,hidra
scc,9,0.45686131138533354,CTRPv2,GDSCv2,hidra
r2,0,0.254573154201157,CTRPv2,GDSCv2,hidra
r2,1,0.2685459461822405,CTRPv2,GDSCv2,hidra
r2,2,0.27963675953465217,CTRPv2,GDSCv2,hidra
r2,3,0.24912758062846718,CTRPv2,GDSCv2,hidra
r2,4,0.2533428628264367,CTRPv2,GDSCv2,hidra
r2,5,0.26752290328715345,CTRPv2,GDSCv2,hidra
r2,6,0.2225430957241068,CTRPv2,GDSCv2,hidra
r2,7,0.31718045381763227,CTRPv2,GDSCv2,hidra
r2,8,0.2432570322470271,CTRPv2,GDSCv2,hidra
